user_id,subscription_type,final_journey
463857,Annual,Homepage-Pricing-Log in-Sign up-Sign up-Homepage-Pricing-Sign up-Checkout
463897,Monthly,Homepage-Sign up-Other-Log in-Checkout-Checkout-Checkout-Homepage-Log in-Career track certificate-Pricing-Checkout
463917,Annual,Other-Log in-Log in-Log in-Checkout-Checkout
463935,Monthly,Homepage-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Sign up-Log in-Coupon
463972,Monthly,Homepage-Career tracks-Sign up-Pricing-Checkout-Course certificate-Sign up-Log in-Homepage-Log in-Checkout
464079,Monthly,Homepage-Sign up-Checkout
464103,Monthly,Career track certificate-Sign up-Homepage-Career tracks-Homepage-Other-Homepage-Sign up-Homepage-Log in-Log in-Checkout
464203,Annual,Other-Checkout
464290,Annual,Homepage-Courses-Courses-Sign up-Coupon-Coupon
464327,Monthly,Homepage-Courses-Sign up-Homepage-Pricing-Checkout-Courses-Upcoming courses-Career tracks-Courses-Career tracks-Log in-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Checkout
464385,Monthly,Homepage-Career track certificate-Sign up-Pricing-Checkout
464451,Monthly,Homepage-Course certificate-Sign up-Pricing-Checkout-Pricing-Career tracks-Sign up-Homepage-Sign up-Log in-Checkout
464483,Monthly,Homepage-Career track certificate-Course certificate-Pricing-Homepage-Course certificate-Resources center-Career tracks-Sign up-Career track certificate-Pricing-Upcoming courses-Success stories-Courses-Log in-Homepage-About us-Pricing-Checkout-Log in-Checkout
464502,Annual,Homepage-Courses-Career tracks-Sign up-Other-Coupon-Homepage-Career tracks-Coupon-Checkout-Checkout-Checkout-Homepage-Log in-Checkout
464521,Monthly,Homepage-Career tracks-Pricing-Pricing-Career tracks-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Homepage-Courses-Log in-Checkout-Checkout-Checkout
464574,Monthly,Courses-Sign up-Coupon-Checkout-Log in-Log in-Sign up-Log in-Sign up-Log in-Checkout-Checkout
464591,Annual,Other-Sign up-Checkout
464638,Monthly,Homepage-Sign up-Log in-Log in-Log in-Checkout-Checkout
464651,Monthly,Courses-Sign up-Pricing-Homepage-Sign up-Sign up-Other-Career track certificate-Homepage-Career track certificate-Sign up-Homepage-Sign up-Homepage-Log in-Checkout
464652,Annual,Homepage-Career tracks-Sign up-Log in-Coupon
464686,Annual,Homepage-Courses-Sign up-Homepage-Courses-Log in-Homepage-Sign up-Checkout-Homepage-Sign up-Checkout
464705,Annual,Homepage-Career tracks-Sign up-Pricing-Other-Other-Other
464722,Annual,Coupon
464724,Annual,Homepage-Courses-Sign up-Coupon
464748,Annual,Homepage-Log in-Homepage-Sign up-Log in
464912,Annual,Homepage-Courses-Sign up-Pricing-Pricing-Course certificate-Courses-Career tracks-Courses-Upcoming courses-Other-Career tracks-Courses-Courses-Sign up-Course certificate-Checkout
464935,Annual,Coupon-Coupon
464947,Annual,Homepage-Courses-Log in-Log in-Sign up-Log in-Checkout
464977,Annual,Homepage-Pricing-Career track certificate-Career tracks-Career track certificate-Sign up-Career tracks-Homepage-Career tracks-Sign up-Pricing-Career tracks-Pricing-Resources center-About us-Other-Career tracks-Sign up-Career track certificate-Pricing-Resources center-Career tracks-Sign up-Coupon-Coupon-Coupon-Career tracks-Courses-Career tracks-Coupon-Homepage-Log in-Coupon
465040,Annual,Courses-Sign up-Log in-Homepage-Sign up-Coupon
465074,Monthly,Homepage-Course certificate-Course certificate-Sign up-Checkout-Checkout-Checkout
465077,Annual,Coupon-Coupon
465094,Annual,Sign up-Log in-Coupon-Coupon-Checkout-Coupon
465102,Annual,Other-Log in-Other-Log in-Other-Log in-Coupon
465104,Quarterly,Other-Log in-Log in-Log in-Log in-Log in-Checkout
465169,Annual,Coupon
465191,Monthly,Career tracks-Pricing-Courses-Career tracks-Pricing-Career tracks-Courses-Courses-Homepage-Course certificate-Pricing-Courses-Pricing-Sign up-Pricing-Checkout
465234,Annual,Coupon-Coupon-Coupon-Coupon
465283,Monthly,Other-Checkout-Log in-Checkout-Checkout-Log in-Log in-Checkout-Log in-Checkout-Checkout-Log in-Checkout-Checkout
465285,Annual,Career tracks-Courses-Career tracks-Sign up-Homepage-Career tracks-Homepage-Log in-Checkout
465312,Annual,Pricing-Courses-Homepage-Sign up-Homepage-Log in-Checkout
465335,Monthly,Homepage-Pricing-Courses-Career track certificate-Career tracks-Homepage-Sign up-Checkout
465337,Annual,Homepage-Sign up-Coupon-Homepage-Sign up-Checkout
465355,Annual,Coupon
465382,Annual,Homepage-Pricing-Courses-Log in-Homepage-Career tracks-Courses-Sign up-Homepage-Career tracks-Sign up-Log in-Coupon
465421,Annual,Homepage-Courses-Career tracks-Resources center-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Instructors-Other-Resources center-Career track certificate-Course certificate-Coupon
465461,Annual,Other-Log in-Other-Log in-Log in-Log in-Log in-Coupon-Log in-Checkout
465499,Annual,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
465517,Annual,Career tracks-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Checkout-Checkout
465520,Annual,Other-Log in-Coupon
465530,Monthly,Other-Courses-Sign up-Checkout
465532,Annual,Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Career tracks-Courses-Pricing-Homepage-Courses-Homepage-Courses-Pricing-Homepage-Pricing-Upcoming courses-Resources center-Homepage-Courses-Course certificate-Career track certificate-Career tracks-Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Courses-Courses-Homepage-Courses-Career tracks-Homepage-Courses-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Courses-Homepage-Pricing-Other-Coupon-Checkout-Homepage-Courses-Homepage-Courses-Pricing-Checkout-Homepage-Courses-Career tracks-Homepage-Sign up-Homepage-Sign up-Checkout
465554,Monthly,Homepage-Pricing-Checkout-Courses-Career tracks-Homepage-Log in-Log in-Checkout-Checkout-Checkout-Checkout
465581,Monthly,Homepage-Career tracks-Courses-Pricing-Blog-Resources center-Other-Other-Resources center-Career tracks-Courses-Sign up-Homepage-Sign up-Checkout
465609,Monthly,Homepage-Pricing-Courses-Career tracks-Sign up-Homepage-Courses-Homepage-Career track certificate-Pricing-Career tracks-Courses-Courses-Homepage-Pricing-Checkout
465628,Annual,Other-Resources center-Other-Other-Homepage-Log in-Other-Log in-Checkout
465641,Annual,Coupon-Coupon-Log in-Coupon
465663,Annual,Homepage-Career track certificate-Sign up-Career tracks-Homepage-Sign up-Pricing-Log in-Homepage-Career tracks-Log in-Homepage-Courses-Courses-Career track certificate-Career tracks-Homepage-Career tracks-Coupon
465719,Annual,Homepage-Career tracks-Other-Homepage-Sign up-Checkout
465730,Annual,Homepage-Sign up-Log in-Log in-Checkout-Checkout-Checkout
465740,Annual,Sign up-Homepage-Log in-Log in-Log in-Log in-Checkout
465748,Annual,Log in-Sign up-Log in-Checkout-Checkout
465756,Annual,Other-Courses-Courses-Sign up-Checkout-Coupon-Checkout-Checkout-Checkout
465781,Annual,Other-Career track certificate-Career tracks-Courses-Sign up-Other-Career track certificate-Career tracks-Resources center-Courses-Log in-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Checkout
465804,Annual,Pricing-Sign up-Sign up-Pricing-Checkout-Checkout-Coupon
465807,Annual,Homepage-Log in-Sign up-Checkout
465840,Monthly,Homepage-Career tracks-Courses-Sign up-Log in-Log in-Checkout-Log in-Homepage-Career tracks-Pricing-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Log in-Checkout-Checkout-Checkout-Checkout-Checkout
465848,Annual,Career tracks-Sign up-Career tracks-Pricing-Career tracks-Sign up-Courses-Career tracks-Career track certificate-Pricing-Career tracks-Courses-Career tracks-Sign up-Log in-Pricing-Log in-Checkout
465867,Monthly,Homepage-Career tracks-Resources center-Upcoming courses-Other-Success stories-Success stories-Pricing-Sign up-Checkout
465874,Annual,Coupon
465998,Annual,Sign up-Log in-Homepage-Log in-Checkout-Checkout-Checkout-Checkout
466030,Annual,Courses-Course certificate-Homepage-Sign up-Sign up-Coupon-Checkout-Coupon
466043,Annual,Homepage-Sign up-Pricing-Resources center-Course certificate-Upcoming courses-Homepage-Career tracks-Courses-Sign up-Sign up-Homepage-Courses-Resources center-Career tracks-Homepage-Career tracks-Courses-Homepage-Pricing-Checkout-Sign up-Other-Success stories-Career tracks-Resources center-Homepage-Blog-Other-Career track certificate-Resources center-Homepage-Pricing-Checkout-Log in-Sign up-Homepage-Courses-Career tracks-Homepage-Log in-Log in-Homepage-Sign up-Career tracks-Log in-Checkout
466071,Monthly,Homepage-Sign up-Log in-Log in-Checkout
466109,Annual,Other-Sign up-Log in-Coupon
466111,Monthly,Homepage-Sign up-Checkout
466117,Monthly,Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Career tracks-Pricing-Checkout
466119,Annual,Homepage-Career tracks-Sign up-Career tracks-Courses-Career track certificate-Log in-Coupon-Other-Coupon
466154,Annual,Homepage-Sign up-Homepage-Resources center-Other-Log in-Checkout
466168,Annual,Coupon
466193,Annual,Coupon-Coupon
466212,Annual,Coupon-Coupon
466215,Monthly,Homepage-Sign up-Checkout
466220,Monthly,Homepage-Pricing-Checkout-Homepage-Log in-Sign up-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Coupon-Checkout-Checkout-Homepage-Log in-Checkout-Checkout-Checkout-Coupon
466225,Annual,Sign up-Resources center-Coupon
466226,Annual,Coupon-Homepage-Log in-Coupon-Homepage-Log in-Log in-Checkout-Checkout
466229,Annual,Pricing-Checkout
466232,Annual,Log in-Other-Other-Log in-Log in-Log in-Other-Sign up-Other-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Sign up-Other-Log in-Other-Log in-Other-Log in-Other-Other-Other-Other-Other-Log in-Homepage-Log in-Checkout-Log in
466233,Annual,Coupon
466237,Annual,Homepage-Pricing-Homepage-Pricing-Other-Pricing-Checkout-Checkout
466244,Annual,Coupon-Other-Success stories
466257,Annual,Homepage-Career track certificate-Sign up-Pricing-Upcoming courses-Courses-Career tracks
466258,Annual,Other-Log in-Checkout
466266,Annual,Coupon-Checkout
466268,Annual,Coupon-Homepage-Course certificate-Courses-Coupon
466273,Annual,Pricing-Courses-Coupon
466277,Annual,Coupon-Pricing-Checkout-Coupon-Coupon
466282,Annual,Coupon
466309,Annual,Homepage-Course certificate-Coupon
466333,Annual,Homepage-Pricing-Checkout-Career track certificate-Resources center-Other-Career tracks-Homepage-Pricing-Checkout-Other-Upcoming courses-Sign up-Resources center-Homepage-Log in-Homepage-Pricing-Career tracks-Courses-Homepage-Pricing-Checkout-Checkout-Homepage-Log in-Checkout-Checkout
466348,Annual,Coupon
466373,Annual,Coupon-Coupon-Coupon
466381,Annual,Homepage-Career tracks-Pricing-Checkout-Career track certificate-Other-Pricing-Coupon-Resources center-Other-Other-Success stories-Homepage-Career track certificate-Success stories-Resources center-Other-Coupon-Coupon-Coupon-Homepage-Log in-Coupon-Homepage-Log in-Other-Log in-Homepage-Log in-Coupon-Coupon-Coupon-Coupon
466385,Annual,Other-Log in-Checkout-Checkout
466388,Annual,Coupon
466391,Annual,Courses-Pricing-Sign up-Log in-Homepage-Log in-Checkout
466393,Annual,Coupon
466394,Annual,Homepage-Courses-Courses-Courses-Homepage-Instructors-Pricing-Coupon-Homepage-Pricing-Homepage-Pricing-Coupon
466399,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
466405,Annual,Homepage-Pricing-Career tracks-Sign up-Checkout
466416,Annual,Homepage-Sign up-Checkout
466418,Annual,Coupon
466427,Annual,Homepage-Pricing-Checkout-Courses-Courses-Other-Homepage-Other-Pricing-Courses-Resources center-Checkout-Coupon-Coupon
466431,Annual,Homepage-Career track certificate-Homepage-Courses-Coupon-Coupon
466444,Annual,Homepage-Sign up-Log in-Log in-Log in-Resources center-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
466453,Annual,Homepage-Courses-Career tracks-Coupon-Instructors
466454,Annual,Courses-Career track certificate-Sign up-Career tracks-Log in-Homepage-Career track certificate-Career tracks-Pricing-Homepage-Career track certificate-Career track certificate-Homepage-Career track certificate-Homepage-Log in-Checkout-Log in-Log in-Coupon
466456,Annual,Homepage-Courses-Career tracks-Upcoming courses-Sign up-Checkout-Checkout
466464,Annual,Homepage-Career track certificate-Career tracks-Courses-Pricing-Sign up-Coupon
466468,Annual,Homepage-Courses-Sign up-Homepage-Career track certificate-Sign up-Coupon
466492,Annual,Coupon-Pricing-Checkout-Homepage-Log in-Checkout
466496,Annual,Coupon
466499,Annual,Homepage-Career tracks-Sign up-Homepage-Career tracks-Homepage-Career tracks-Coupon
466502,Annual,Coupon
466505,Annual,Homepage-Pricing-Career tracks-Coupon
466507,Annual,Homepage-Courses-Career tracks-Upcoming courses-Career track certificate-Resources center-Pricing-Coupon
466508,Annual,Coupon-Coupon-Coupon
466514,Annual,Coupon
466515,Annual,Other-Pricing-Courses-Upcoming courses-Resources center-Instructors-Pricing-Checkout-Pricing-Checkout
466516,Annual,Log in-Log in-Log in-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Other-Log in-Other-About us-Log in-Log in-Homepage-Log in-Log in-Log in-Coupon
466517,Annual,Coupon
466525,Annual,Coupon
466527,Annual,Homepage-Pricing-Career track certificate-Course certificate-Resources center-Career tracks-Homepage-Career tracks-Courses-Career tracks-Coupon-Coupon
466529,Annual,Coupon
466537,Annual,Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Sign up-Homepage-Pricing-Homepage-Career tracks-Sign up-Courses-Upcoming courses-Coupon-Coupon
466544,Annual,Coupon
466560,Monthly,Sign up-Log in-Checkout
466577,Monthly,Coupon-Homepage-Sign up-Checkout
466591,Quarterly,Homepage-Career track certificate-Courses-Pricing-Sign up-Homepage-Pricing-Homepage-Pricing-Homepage-Other-Pricing-Homepage-Courses-Other-Log in-Other-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Resources center-Sign up-Checkout-Other-About us-Homepage-Career track certificate-Homepage-Resources center-Courses-Career tracks-Course certificate-Checkout
466593,Annual,Coupon
466596,Annual,Homepage-Career tracks-Pricing-Checkout
466600,Annual,Homepage-Courses-Coupon
466603,Annual,Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Homepage-Homepage-Log in-Homepage-Log in-Resources center-Other-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Log in-Homepage-Log in-Homepage-Log in-Coupon
466606,Annual,Homepage-Pricing-Checkout-Checkout-Checkout
466614,Annual,Homepage-Career tracks-Resources center-Coupon-Checkout-Checkout
466616,Annual,Homepage-Sign up-Checkout
466619,Annual,Homepage-Career track certificate-Coupon
466620,Annual,Homepage-Log in-Coupon
466622,Annual,Coupon
466643,Annual,Career tracks-Homepage-Career track certificate-Career tracks-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Career track certificate-Courses-Career tracks-Course certificate-Upcoming courses-Homepage-Sign up-Checkout-Log in-Checkout
466653,Annual,Coupon
466654,Annual,Homepage-Sign up-Other-Coupon-Coupon
466669,Monthly,Courses-Sign up-Log in-Checkout-Log in-Log in-Checkout-Log in-Log in-Log in-Log in-Checkout-Log in-Homepage-Sign up-Log in-Log in-Checkout-Checkout
466671,Annual,Homepage-Sign up-Checkout
466682,Annual,Coupon
466688,Annual,Homepage-Courses-Career tracks-Sign up-Career tracks-Pricing-Checkout-Coupon
466707,Annual,Coupon
466717,Annual,Coupon
466719,Annual,Coupon
466733,Annual,Homepage-Pricing-Resources center-Other-Log in-Log in-Log in-Checkout-Checkout
466756,Annual,Coupon-Log in-Log in-Checkout-Log in-Checkout-Other-Coupon
466760,Annual,Coupon
466765,Annual,Pricing-Course certificate-Coupon-Homepage-Log in-Other-Coupon-Coupon
466795,Annual,Coupon
466809,Annual,Homepage-Pricing-Checkout-Career tracks-Courses-Career tracks-Courses-Coupon
466821,Annual,Courses-Career tracks-Pricing-Career track certificate-Course certificate-Upcoming courses-Other-Coupon
466828,Annual,Homepage-Career track certificate-Career tracks-Courses-Pricing-Homepage-Courses-Resources center-Homepage-Pricing-Homepage-Courses-Homepage-Courses-Homepage-Other-Success stories-Homepage-Homepage-Courses-Instructors-Courses-Career track certificate-Other-Coupon-Homepage-Sign up-Career track certificate-Pricing-Courses-Checkout-Coupon-Coupon-Coupon-Checkout-Checkout-Homepage-Pricing-Courses-Homepage-Career tracks-Career tracks-Other-Career tracks-Courses-Courses-Homepage-Homepage-Other-Other-Career tracks-Courses-Homepage-Log in-Checkout
466879,Quarterly,Other-Sign up-Coupon-Homepage-Course certificate-Career track certificate-Career tracks-Sign up-Pricing-Checkout-Checkout-Checkout
466883,Annual,Coupon-Checkout-Checkout
466887,Annual,Homepage-Blog-Other-Coupon-Coupon
466889,Annual,Career tracks-Sign up-Checkout
466893,Quarterly,Other-Courses-Homepage-Courses-Coupon-Log in-Sign up-Other-Log in-Coupon-Checkout-Checkout-Checkout
466904,Annual,Coupon
466907,Annual,Coupon
466911,Annual,Homepage-Courses-Career tracks-Homepage-Career track certificate-Courses-Coupon-Homepage-Career track certificate-Pricing-Resources center-Career tracks-Upcoming courses-Courses-Coupon-Career tracks-Log in
466913,Monthly,Homepage-Career tracks-Courses-Homepage-Career tracks-Sign up-Log in-Homepage-Course certificate-Log in-Homepage-Log in-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Checkout-Homepage-Log in-Checkout
466928,Annual,Log in-Log in-Log in-Log in-Log in-Sign up-Checkout
466937,Annual,Coupon
466938,Annual,Homepage-Pricing-Career track certificate-Courses-Career tracks-Success stories-Success stories-Career tracks-Course certificate-Career track certificate-Homepage-Pricing-Pricing-Homepage-Sign up-Coupon-Pricing-Checkout
466939,Annual,Other-Homepage-Log in-Other-Homepage-Log in-Homepage-Pricing-Log in-Other-Homepage-Log in-Checkout-Checkout-Checkout-Pricing-Checkout-Coupon-Coupon
466944,Monthly,Courses-Sign up-Career tracks-Sign up-Log in-Other-Log in-Log in-Checkout
466969,Annual,Homepage-Career tracks-Courses-Pricing-Checkout
466992,Annual,Coupon-Homepage-Courses-Other-Course certificate-Coupon
466997,Annual,Coupon
467007,Annual,Coupon
467017,Annual,Coupon-Coupon-Coupon
467044,Annual,Career tracks-Sign up-Checkout
467061,Annual,Coupon-Coupon-Coupon
467064,Annual,Coupon-Coupon-Coupon
467093,Annual,Homepage-Career tracks-Career tracks-Sign up-Sign up-Log in-Checkout
467107,Monthly,Homepage-Pricing-Career tracks-Sign up-Career track certificate-Courses-Resources center-Resources center-Homepage-Homepage-Homepage-Upcoming courses-Career tracks-Courses-Career tracks-Sign up-Checkout-Checkout-Checkout
467133,Annual,Coupon
467148,Annual,Homepage-Courses-Homepage-Pricing-Sign up-Other-Pricing-Log in
467164,Annual,Courses-Sign up-Log in-Log in-Checkout
467173,Annual,Homepage-Sign up-Checkout-Checkout-Checkout-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Coupon-Log in-Checkout
467175,Annual,Coupon-Coupon
467188,Annual,Homepage-Pricing-Sign up-Checkout-Checkout-Homepage-Log in-Checkout
467205,Annual,Coupon-Coupon
467210,Annual,Coupon-Homepage-Pricing-Checkout
467212,Annual,Homepage-Pricing-Pricing-Checkout-Homepage-Homepage-About us-Homepage-About us-Pricing-Sign up-Log in-Sign up-Checkout-Checkout
467213,Annual,Homepage-Pricing-Checkout-Courses-Homepage-Sign up-Coupon-Homepage-Sign up-Checkout-Checkout-Checkout
467238,Annual,Homepage-Sign up-Sign up-Homepage-Career tracks-Pricing-Sign up-Sign up-Log in-Checkout-Checkout-Other-Sign up-Other-Coupon-Homepage-Log in-Homepage-Log in-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout-Pricing-Log in-Checkout-Log in-Homepage-Log in-Checkout
467244,Annual,Homepage-Career tracks-Courses-Resources center-Coupon
467246,Monthly,Sign up-Log in-Checkout
467261,Annual,Coupon
467287,Annual,Homepage-Courses-Sign up-Career track certificate-Sign up-Checkout
467366,Annual,Career track certificate-Courses-Courses-Courses-Career tracks-Other-Upcoming courses-Career track certificate-Coupon
467374,Monthly,Homepage-Pricing-Homepage-Pricing-Checkout-Career track certificate-Career tracks-Pricing-Checkout
467382,Annual,Coupon-Coupon
467385,Annual,Coupon-Coupon-Coupon
467397,Annual,Sign up-Checkout
467402,Annual,Homepage-Courses-Homepage-Career tracks-Sign up-Coupon
467405,Monthly,Homepage-Course certificate-Sign up-Homepage-Log in-Homepage-Log in-Checkout-Checkout
467411,Monthly,Courses-Sign up-Courses-Sign up-Courses-Sign up-Checkout-Other-Checkout-Checkout-Checkout
467418,Annual,Sign up-Checkout-Checkout-Checkout
467422,Annual,Log in-Sign up-Checkout-Checkout-Checkout-Checkout
467423,Annual,Log in-Sign up-Checkout-Checkout-Checkout-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
467437,Monthly,Homepage-Career track certificate-Pricing-Sign up-Homepage-Sign up-Log in-Log in-Checkout
467442,Monthly,Other-Homepage-Log in-Checkout
467448,Annual,Homepage-Career tracks-Coupon
467457,Annual,Homepage-Pricing-Courses-Homepage-Pricing-Checkout-Course certificate-Courses-Upcoming courses-Sign up-Log in-Checkout-Checkout-Checkout-Homepage-Sign up-Checkout-Checkout-Checkout-Checkout-Homepage-Sign up-Log in-Checkout-Checkout-Checkout
467460,Annual,Other-Career track certificate-Upcoming courses-Pricing-Checkout-Courses-Sign up-Courses-Sign up-Log in-Log in-Checkout-Coupon-Checkout-Log in-Log in-Log in-Coupon-Coupon-Coupon-Coupon-Coupon
467473,Annual,Log in-Sign up-Checkout-Checkout-Coupon-Checkout-Sign up-Coupon-Checkout-Checkout-Checkout-Log in-Other-Sign up-Log in-Log in-Checkout
467479,Monthly,Homepage-Courses-Sign up-Checkout
467499,Annual,Log in-Log in-Sign up-Log in-Courses-Sign up
467521,Annual,Homepage-Sign up-Homepage-Pricing-Courses-Checkout-Checkout-Homepage-Log in-Checkout-Checkout
467526,Annual,Homepage-Pricing-Resources center-Course certificate-Courses-Upcoming courses-Coupon
467548,Annual,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
467576,Annual,Coupon-Homepage-Career track certificate-Courses-Coupon
467593,Annual,Sign up-Checkout
467603,Annual,Courses-Sign up-Checkout
467641,Annual,Other-Course certificate-Career track certificate-Resources center-Resources center-Sign up-Other-Resources center-Homepage-Log in-Checkout
467646,Annual,Coupon
467667,Annual,Coupon
467671,Annual,Coupon
467675,Annual,Career track certificate-Career tracks-Courses-Career tracks-Sign up-Coupon-Career tracks-Sign up-Log in-Checkout-Checkout
467689,Annual,Career tracks-Course certificate-Courses-Pricing-Pricing-Career track certificate-Career tracks-Homepage-Courses-Courses-Pricing-Courses-Career tracks-Homepage-Pricing-Checkout
467691,Annual,Coupon
467695,Annual,Homepage-Pricing-Homepage-Sign up-Checkout
467723,Annual,Log in-Sign up-Log in-Log in-Sign up-Checkout
467742,Annual,Homepage-Career tracks-Career track certificate-Course certificate-Coupon-Homepage-Career tracks-Career tracks-Sign up-Coupon
467756,Annual,Coupon
467758,Annual,Coupon-Coupon-Log in-Other-Log in-Checkout
467779,Annual,Coupon-Coupon-Coupon-Homepage-Log in-Sign up-Homepage-Log in-Log in-Log in-Sign up-Checkout
467787,Monthly,Homepage-Resources center-Courses-Sign up-Homepage-Log in-Checkout-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Log in-Log in-Log in-Checkout
467795,Annual,Homepage-Pricing-Courses-Coupon
467797,Monthly,Coupon-Homepage-Courses-Sign up-Log in-Homepage-Courses-Pricing-Upcoming courses-Resources center-Course certificate-Courses-Sign up-Log in-Checkout
467800,Annual,Courses-Sign up-Courses-Sign up-Checkout
467805,Annual,Homepage-Courses-Blog-Other-Career tracks-Resources center-Homepage-Pricing-Resources center-Courses-Homepage-Pricing-Coupon
467816,Annual,Coupon
467823,Quarterly,Courses-Sign up-Checkout
467854,Annual,Log in-Sign up-Checkout-Checkout-Checkout
467856,Annual,Homepage-Pricing-Checkout-Sign up-Log in-Checkout
467872,Quarterly,Homepage-Career track certificate-Sign up-Log in-Checkout
467890,Annual,Coupon
467894,Annual,Homepage-Log in-Log in-Checkout
467899,Annual,Homepage-Log in-Pricing-Checkout-Sign up-Pricing-Pricing-Checkout-Log in-Checkout
467901,Annual,Coupon-Homepage-Career tracks
467903,Annual,Other-Log in-Checkout-Checkout
467904,Annual,Homepage-Pricing-Courses-Courses-Pricing-Sign up-Homepage-Career track certificate-Courses-Homepage-Homepage-Course certificate-Pricing-Career track certificate-Career tracks-Courses-Resources center-Upcoming courses-Other-Success stories-Homepage-Career track certificate-About us-About us-Career track certificate-Career track certificate-Pricing-Homepage-Career tracks-Resources center-Courses-Sign up-Checkout-Homepage-Pricing-Checkout-Log in-Checkout
467925,Annual,Coupon-Coupon
467938,Monthly,Homepage-Sign up-Coupon-Checkout
467955,Annual,Coupon
467961,Annual,Other-Career track certificate-Sign up-Career tracks-Sign up-Checkout-Other-Homepage-Course certificate-Sign up-Checkout
468030,Annual,Homepage-Log in-Homepage-Course certificate-Upcoming courses-Career track certificate-Career tracks-Courses-Log in-Homepage-Log in-Log in-Homepage-Log in-Checkout-Checkout-Checkout
468083,Annual,Pricing-Course certificate-Upcoming courses-Coupon-Coupon
468096,Annual,Coupon
468114,Annual,Courses-Sign up-Resources center-Sign up-Homepage-Pricing-Sign up-Homepage-Sign up-Coupon-Homepage-Log in
468126,Annual,Homepage-Career tracks-Pricing-Pricing-Courses-Career tracks-Upcoming courses-About us-Instructors-Career track certificate-Career track certificate-Resources center-Other-Other-Sign up-Checkout-Checkout
